,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation,renda,tempo_ultima_compra,automoveis_adquiridos,avalicao_cliente
3483,459287,Masculino,Nao,35,Sim,Advogado,1.0,Baixo,1.0,Cat_4,D,2660.49,18,1,10
3484,464074,Feminino,Sim,39,Sim,Medico,0.0,Medio,3.0,Cat_6,C,3161.6,4,1,7
3485,463734,Masculino,Sim,38,Nao,Executivo,0.0,Medio,3.0,Cat_6,A,11164.21,28,3,5
3486,466575,Feminino,Sim,57,Sim,Ator/Atriz,7.0,Medio,3.0,Cat_6,C,10204.87,30,2,9
3487,459193,Masculino,Nao,38,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,5614.78,3,1,9
3488,462143,Masculino,Sim,80,Nao,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A,4698.11,30,1,6
3489,467140,Masculino,Sim,61,Sim,Entretenimento,9.0,Medio,2.0,Cat_6,C,7297.64,13,2,9
3490,463356,Masculino,Nao,29,Sim,Enfermeiro,5.0,Baixo,4.0,Cat_2,D,11375.26,3,1,10
3491,466797,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,12577.5,23,1,10
3492,459234,Feminino,Sim,83,Nao,Advogado,1.0,Baixo,1.0,Cat_6,D,5150.6,16,1,9
3493,460442,Masculino,Sim,37,Sim,Entretenimento,0.0,Medio,3.0,Cat_6,B,5804.27,1,1,10
3494,463901,Masculino,Sim,35,Nao,Ator/Atriz,0.0,Baixo,6.0,Cat_4,C,11781.58,29,1,10
3495,465494,Masculino,Sim,41,Sim,Medico,9.0,Medio,2.0,Cat_6,B,9298.9,0,1,10
3496,459239,Masculino,Sim,81,Nao,Entretenimento,1.0,Baixo,1.0,Cat_6,A,5674.17,14,2,10
3497,466379,Feminino,Sim,58,Sim,Do Lar,2.0,Baixo,1.0,Cat_6,C,4528.99,1,1,7
3499,461994,Masculino,Sim,18,Nao,Medico,10.0,Baixo,2.0,Cat_6,D,6591.03,10,1,8
3500,461802,Masculino,Nao,37,Sim,Ator/Atriz,1.0,Baixo,4.0,Cat_6,B,2009.28,28,1,10
3501,462527,Masculino,Sim,43,Nao,Ator/Atriz,4.0,Medio,2.0,Cat_6,C,6154.1,20,2,10
3502,461800,Feminino,Nao,36,Sim,Medico,4.0,Baixo,1.0,Cat_2,B,4717.6,21,1,6
3503,460933,Feminino,Sim,76,Sim,Advogado,0.0,Alto,2.0,Cat_6,A,5136.06,11,1,7
3504,460189,Masculino,Nao,33,Nao,Entretenimento,14.0,Baixo,1.0,Cat_6,D,5077.96,4,1,8
3505,459031,Masculino,Sim,43,Nao,Executivo,1.0,Alto,5.0,Cat_4,B,8576.64,19,4,10
3506,464673,Masculino,Sim,47,Nao,Executivo,1.0,Alto,7.0,Cat_2,D,9647.15,20,1,7
3507,459101,Masculino,Sim,81,Nao,Advogado,8.0,Baixo,2.0,Cat_6,B,4996.07,18,1,7
3508,460136,Masculino,Nao,27,Sim,Ator/Atriz,10.0,Baixo,3.0,Cat_6,D,7670.55,26,1,8
3509,460973,Masculino,Nao,29,Nao,Entretenimento,1.0,Baixo,5.0,Cat_6,D,6620.46,22,1,10
3510,460187,Feminino,Nao,38,Sim,Medico,4.0,Baixo,3.0,Cat_6,A,8613.16,2,1,6
3511,459700,Masculino,Sim,37,Sim,Executivo,0.0,Medio,5.0,Cat_6,B,1249.16,17,1,9
3512,464787,Masculino,Nao,47,Nao,Entretenimento,1.0,Baixo,1.0,Cat_4,A,4866.39,13,1,10
3513,462614,Masculino,Sim,51,Nao,Entretenimento,1.0,Medio,5.0,Cat_4,D,5904.43,7,1,8
3514,460813,Feminino,Sim,86,Nao,Advogado,1.0,Alto,2.0,Cat_6,A,8702.25,26,1,6
3515,462698,Feminino,Sim,56,Sim,Entretenimento,1.0,Medio,2.0,Cat_6,A,5939.92,34,1,10
3516,463344,Masculino,Sim,59,Sim,Ator/Atriz,3.0,Medio,2.0,Cat_6,B,5770.1,30,1,9
3517,463633,Masculino,Sim,33,Sim,Medico,0.0,Medio,2.0,Cat_6,B,8341.06,14,2,10
3518,462317,Feminino,Nao,32,Nao,Entretenimento,3.0,Baixo,6.0,Cat_4,D,6363.51,24,1,8
3519,467353,Masculino,Sim,26,Nao,Ator/Atriz,3.0,Baixo,2.0,Cat_6,A,3958.67,34,1,7
3520,464553,Masculino,Sim,70,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B,7995.35,17,1,5
3521,463518,Masculino,Sim,30,Nao,Executivo,5.0,Alto,4.0,Cat_6,A,19388.37,32,2,6
3522,459711,Masculino,Sim,37,Nao,Executivo,9.0,Alto,6.0,Cat_6,D,12938.66,5,3,10
3523,460788,Feminino,Nao,30,Sim,Medico,0.0,Baixo,9.0,Cat_4,A,4791.94,26,1,3
3524,459392,Feminino,Nao,23,Nao,Medico,0.0,Baixo,3.0,Cat_6,C,3260.14,36,1,6
3525,467887,Feminino,Nao,42,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_1,B,2913.55,25,1,10
3526,467743,Masculino,Sim,48,Nao,Executivo,1.0,Alto,4.0,Cat_1,B,10339.44,24,3,9
3527,460368,Masculino,Nao,28,Sim,Enfermeiro,0.0,Baixo,7.0,Cat_6,C,15858.26,29,3,8
3528,463126,Feminino,Sim,65,Sim,Ator/Atriz,3.0,Medio,2.0,Cat_6,C,2674.84,28,1,10
3529,467046,Feminino,Nao,28,Nao,Medico,0.0,Baixo,5.0,Cat_3,A,7421.68,18,1,5
3530,462439,Masculino,Nao,18,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,11898.42,0,1,10
3531,464182,Masculino,Sim,35,Sim,Ator/Atriz,4.0,Medio,2.0,Cat_2,C,6674.74,6,1,10
3533,464234,Masculino,Sim,68,Sim,Entretenimento,0.0,Baixo,3.0,Cat_2,A,6906.65,37,1,10
3535,463349,Masculino,Nao,20,Nao,Enfermeiro,5.0,Baixo,5.0,Cat_2,D,12866.2,23,2,10
3536,465866,Masculino,Sim,35,Sim,Ator/Atriz,7.0,Baixo,3.0,Cat_6,D,6195.42,33,1,10
3537,465261,Feminino,Nao,21,Sim,Enfermeiro,0.0,Baixo,4.0,Cat_1,D,13604.48,25,1,8
3538,459780,Feminino,Nao,42,Nao,Entretenimento,1.0,Baixo,3.0,Cat_6,A,8573.58,25,2,9
3539,462031,Feminino,Sim,50,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,6921.57,6,1,10
3540,463941,Feminino,Nao,32,Nao,Ator/Atriz,1.0,Baixo,6.0,Cat_4,D,5026.85,3,1,10
3541,466842,Masculino,Nao,19,Nao,Enfermeiro,8.0,Baixo,5.0,Cat_2,D,16459.99,19,2,10
3542,459014,Masculino,Nao,22,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,12409.31,33,2,8
3543,462420,Masculino,Nao,27,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_6,C,13959.33,2,4,10
3544,465250,Masculino,Nao,22,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_4,D,12878.16,26,4,6
3545,466513,Feminino,Sim,55,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B,2622.6,25,1,9
3546,461791,Feminino,Nao,22,Nao,Advogado,8.0,Baixo,1.0,Cat_6,D,7611.97,8,1,1
3547,464586,Feminino,Nao,46,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_3,B,8800.83,20,1,8
3548,461391,Masculino,Sim,65,Sim,Entretenimento,3.0,Baixo,3.0,Cat_6,C,6389.88,33,1,10
3549,466658,Feminino,Nao,18,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,10692.04,16,2,9
3550,459728,Feminino,Sim,53,Sim,Ator/Atriz,2.0,Medio,4.0,Cat_6,C,9594.21,25,1,9
3551,462219,Masculino,Sim,59,Nao,Executivo,0.0,Baixo,5.0,Cat_4,B,5334.93,16,1,9
3552,467553,Feminino,Nao,32,Sim,Enfermeiro,8.0,Baixo,3.0,Cat_6,D,14253.38,18,1,9
3553,459655,Masculino,Sim,39,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B,4320.15,18,1,10
3554,462182,Masculino,Sim,88,Nao,Ator/Atriz,7.0,Baixo,1.0,Cat_6,D,9909.95,18,1,10
3555,459119,Masculino,Sim,61,Sim,Executivo,9.0,Alto,3.0,Cat_6,C,9563.32,27,2,10
3556,460721,Masculino,Nao,21,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,13350.11,5,3,8
3557,459517,Masculino,Nao,31,Sim,Enfermeiro,1.0,Baixo,4.0,Cat_6,D,11954.81,6,2,8
3558,461441,Masculino,Sim,58,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,7590.6,7,1,9
3562,465902,Masculino,Nao,25,Sim,Executivo,3.0,Baixo,3.0,Cat_6,D,3498.3,37,1,10
3563,467034,Masculino,Sim,89,Nao,Executivo,0.0,Alto,2.0,Cat_6,A,11583.06,11,2,6
3564,465747,Feminino,Nao,40,Sim,Ator/Atriz,6.0,Baixo,1.0,Cat_6,C,2663.6,4,1,9
3565,464203,Masculino,Nao,56,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_6,B,2915.42,3,1,10
3566,462373,Masculino,Sim,36,Sim,Entretenimento,9.0,Alto,3.0,Cat_6,B,6727.52,27,1,10
3567,465364,Feminino,Nao,38,Sim,Medico,5.0,Baixo,5.0,Cat_2,A,5759.03,23,1,10
3568,464280,Masculino,Sim,47,Sim,Entretenimento,1.0,Baixo,4.0,Cat_6,C,5084.5,10,2,3
3569,460993,Masculino,Sim,61,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,8174.6,36,2,10
3570,464227,Masculino,Sim,89,Sim,Advogado,0.0,Alto,2.0,Cat_6,C,1802.83,22,1,9
3571,461141,Masculino,Sim,55,Nao,Do Lar,2.0,Baixo,1.0,Cat_3,A,4552.84,20,1,10
3572,467282,Feminino,Sim,43,Sim,Ator/Atriz,4.0,Medio,2.0,Cat_6,A,10506.92,3,3,4
3573,459790,Masculino,Nao,28,Nao,Medico,10.0,Baixo,3.0,Cat_6,C,5772.08,12,1,10
3574,464670,Masculino,Sim,42,Nao,Entretenimento,0.0,Medio,4.0,Cat_4,B,6539.57,0,1,10
3575,461136,Masculino,Nao,59,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B,1664.62,3,1,10
3576,460283,Masculino,Sim,43,Sim,Medico,14.0,Baixo,2.0,Cat_6,A,7215.35,9,2,9
3578,463275,Masculino,Sim,29,Nao,Entretenimento,7.0,Medio,2.0,Cat_3,D,5730.04,13,1,10
3579,466861,Feminino,Nao,21,Nao,Enfermeiro,8.0,Baixo,7.0,Cat_2,D,13082.68,2,3,9
3580,463177,Masculino,Nao,41,Sim,Entretenimento,7.0,Baixo,2.0,Cat_1,D,8140.09,36,1,6
3581,461874,Masculino,Sim,48,Sim,Medico,0.0,Medio,3.0,Cat_3,A,6847.01,14,1,8
3582,462506,Masculino,Nao,31,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,C,11726.53,1,1,10
3583,466868,Masculino,Nao,26,Sim,Medico,4.0,Baixo,3.0,Cat_2,A,9727.3,1,1,9
3584,461253,Feminino,Nao,18,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_4,D,13969.26,37,3,6
3585,461830,Masculino,Sim,42,Sim,Executivo,1.0,Alto,3.0,Cat_6,C,16815.57,7,1,9
3587,461904,Feminino,Sim,50,Sim,Ator/Atriz,4.0,Medio,2.0,Cat_5,C,12969.35,36,1,10
3588,467562,Masculino,Sim,71,Sim,Executivo,0.0,Alto,3.0,Cat_6,A,2163.03,7,1,8
3589,465168,Feminino,Sim,59,Nao,Entretenimento,8.0,Medio,2.0,Cat_6,B,7065.01,2,1,9
3590,459162,Feminino,Sim,85,Sim,Advogado,0.0,Alto,2.0,Cat_6,A,5029.76,2,2,6
3591,462831,Masculino,Sim,29,Nao,Executivo,1.0,Alto,3.0,Cat_6,D,10948.12,1,1,9
3592,465576,Masculino,Sim,43,Nao,Executivo,4.0,Medio,5.0,Cat_4,A,12477.09,9,1,9
3593,464474,Feminino,Nao,52,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A,3107.25,2,1,8
3594,465169,Feminino,Nao,59,Sim,Medico,0.0,Baixo,4.0,Cat_6,B,7635.64,34,1,8
3595,460235,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D,13257.24,5,1,8
3596,462580,Feminino,Nao,39,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_4,B,3111.39,14,1,10
3597,467313,Masculino,Sim,39,Sim,Entretenimento,1.0,Medio,2.0,Cat_6,B,6041.44,31,1,9
3598,460400,Feminino,Sim,46,Sim,Entretenimento,5.0,Baixo,2.0,Cat_6,A,6766.17,9,1,6
3600,459135,Masculino,Sim,53,Sim,Executivo,0.0,Alto,4.0,Cat_6,C,12637.69,22,1,5
3601,462972,Feminino,Sim,62,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B,6579.55,1,1,10
3602,466284,Masculino,Sim,46,Sim,Ator/Atriz,1.0,Medio,5.0,Cat_2,C,7246.64,35,1,3
3603,464410,Masculino,Sim,40,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,9923.26,32,1,10
3604,466005,Masculino,Nao,62,Sim,Entretenimento,1.0,Baixo,4.0,Cat_2,C,6513.24,19,2,9
3605,459206,Feminino,Nao,25,Nao,Ator/Atriz,1.0,Baixo,3.0,Cat_6,C,5520.23,3,1,8
3607,465515,Feminino,Sim,47,Sim,Ator/Atriz,1.0,Alto,6.0,Cat_6,B,3157.07,17,1,9
3608,460883,Masculino,Sim,68,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,B,4424.65,18,1,3
3609,465380,Masculino,Nao,25,Nao,Entretenimento,5.0,Baixo,2.0,Cat_6,D,8033.05,0,2,10
3610,461218,Masculino,Sim,27,Nao,Executivo,0.0,Baixo,6.0,Cat_6,D,21084.23,2,4,8
3611,467186,Masculino,Sim,38,Sim,Entretenimento,2.0,Medio,3.0,Cat_3,B,7014.3,31,2,7
3612,461859,Feminino,Sim,46,Nao,Ator/Atriz,5.0,Baixo,5.0,Cat_6,C,2690.5,7,1,6
3613,467821,Feminino,Sim,37,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C,4867.11,28,1,5
3614,462525,Feminino,Sim,41,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C,2290.43,3,1,6
3615,462787,Feminino,Nao,29,Nao,Ator/Atriz,1.0,Baixo,1.0,Cat_3,A,7860.47,37,2,9
3616,459055,Feminino,Nao,19,Nao,Entretenimento,1.0,Baixo,5.0,Cat_6,D,6191.49,31,1,7
3617,462605,Masculino,Sim,82,Nao,Executivo,1.0,Alto,2.0,Cat_4,D,19585.36,26,1,5
3618,461252,Feminino,Sim,48,Sim,Medico,1.0,Baixo,1.0,Cat_3,D,5759.78,4,1,8
3619,464340,Masculino,Sim,67,Sim,Ator/Atriz,1.0,Alto,2.0,Cat_6,B,3595.19,6,1,10
3620,461872,Feminino,Sim,77,Sim,Advogado,0.0,Alto,2.0,Cat_6,B,4827.23,30,1,10
3621,467423,Masculino,Sim,61,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,10195.21,4,1,10
3622,463865,Masculino,Sim,46,Sim,Ator/Atriz,0.0,Medio,5.0,Cat_6,B,6475.37,13,1,9
3623,458984,Masculino,Sim,39,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,7097.71,6,2,10
3624,459142,Feminino,Sim,89,Sim,Ator/Atriz,0.0,Alto,3.0,Cat_6,C,7820.04,10,1,10
3626,460632,Feminino,Nao,22,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_3,D,12633.78,24,2,4
3627,465626,Feminino,Nao,42,Sim,Ator/Atriz,7.0,Baixo,3.0,Cat_6,C,10450.62,17,2,8
3628,461768,Masculino,Sim,69,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,C,3644.78,18,1,9
3629,462242,Feminino,Nao,30,Sim,Entretenimento,0.0,Baixo,5.0,Cat_1,D,7005.36,14,2,8
3630,466949,Masculino,Sim,39,Nao,Executivo,12.0,Alto,7.0,Cat_6,B,20456.47,7,3,9
3631,465479,Masculino,Nao,27,Nao,Ator/Atriz,1.0,Baixo,1.0,Cat_4,D,8945.26,36,1,9
3633,465066,Masculino,Sim,47,Sim,Executivo,7.0,Alto,4.0,Cat_6,C,11528.78,20,2,3
3634,466817,Feminino,Sim,81,Nao,Advogado,0.0,Alto,2.0,Cat_6,B,6422.96,29,1,10
3635,466436,Masculino,Sim,42,Nao,Medico,0.0,Medio,3.0,Cat_6,B,9915.0,15,1,5
3636,467974,Feminino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_4,B,5879.29,4,2,3
3637,460341,Feminino,Nao,31,Nao,Entretenimento,11.0,Baixo,5.0,Cat_7,D,5103.26,37,1,10
3638,467463,Feminino,Sim,39,Sim,Ator/Atriz,8.0,Medio,3.0,Cat_6,B,12549.48,24,1,10
3639,466235,Feminino,Sim,57,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_4,C,5127.43,24,1,5
3640,466094,Feminino,Nao,31,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,B,10527.53,31,2,8
3642,460473,Masculino,Sim,58,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_4,B,6910.4,2,1,10
3643,461786,Masculino,Sim,71,Sim,Advogado,0.0,Alto,2.0,Cat_6,C,3637.25,17,1,4
3644,466745,Feminino,Sim,36,Sim,Do Lar,0.0,Medio,2.0,Cat_6,B,4640.56,22,1,8
3645,460124,Feminino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_6,A,4090.03,14,1,10
3646,459910,Masculino,Sim,69,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B,3052.56,11,1,8
3647,464082,Masculino,Sim,77,Sim,Advogado,0.0,Baixo,1.0,Cat_6,A,9866.94,10,1,9
3648,461487,Masculino,Sim,50,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,9563.85,30,2,10
3649,465188,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,B,12259.36,7,4,9
3650,467255,Feminino,Nao,40,Sim,Enfermeiro,6.0,Baixo,2.0,Cat_6,D,12553.25,0,3,10
3652,464403,Feminino,Sim,65,Sim,Advogado,0.0,Alto,3.0,Cat_6,C,6139.02,10,1,9
3653,461518,Feminino,Sim,46,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_3,B,5956.57,31,1,10
3654,464848,Masculino,Sim,35,Nao,Entretenimento,1.0,Medio,4.0,Cat_4,B,5425.32,34,1,10
3655,460715,Feminino,Sim,86,Nao,Advogado,0.0,Alto,2.0,Cat_6,A,6788.13,3,1,10
3656,466963,Masculino,Nao,63,Nao,Entretenimento,7.0,Baixo,1.0,Cat_6,A,6821.51,20,1,8
3657,466508,Feminino,Sim,40,Sim,Ator/Atriz,9.0,Medio,5.0,Cat_6,B,2461.65,17,1,2
3658,460125,Feminino,Sim,55,Sim,Ator/Atriz,10.0,Baixo,1.0,Cat_6,B,6310.9,24,1,7
3659,462325,Masculino,Nao,37,Sim,Enfermeiro,1.0,Baixo,4.0,Cat_4,B,14373.29,21,1,8
3660,461537,Masculino,Nao,31,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B,1427.45,20,1,4
3661,461679,Masculino,Nao,28,Sim,Enfermeiro,4.0,Baixo,4.0,Cat_6,D,8296.94,30,1,9
3663,467018,Masculino,Sim,57,Sim,Ator/Atriz,1.0,Medio,5.0,Cat_6,C,1589.25,4,1,9
3664,466104,Masculino,Sim,81,Sim,Advogado,1.0,Baixo,1.0,Cat_6,B,8994.32,15,1,9
3666,466599,Feminino,Nao,33,Sim,Enfermeiro,1.0,Baixo,2.0,Cat_6,C,11639.23,23,3,1
3667,466724,Masculino,Nao,38,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,B,3319.39,26,1,8
3668,467881,Feminino,Nao,33,Sim,Ator/Atriz,10.0,Baixo,1.0,Cat_7,A,8110.45,9,1,10
3669,462578,Masculino,Sim,38,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_4,B,5106.58,24,1,10
3670,459177,Feminino,Sim,39,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,A,7166.49,32,1,9
3671,459232,Feminino,Sim,59,Sim,Ator/Atriz,0.0,Alto,2.0,Cat_6,C,7201.77,31,1,6
3672,467019,Masculino,Sim,80,Sim,Advogado,1.0,Baixo,1.0,Cat_6,C,4014.64,28,1,8
3673,462122,Masculino,Sim,42,Nao,Entretenimento,6.0,Baixo,3.0,Cat_6,B,8746.43,24,1,7
3674,459776,Masculino,Sim,75,Sim,Advogado,2.0,Baixo,1.0,Cat_6,D,7733.67,27,2,8
3677,464375,Feminino,Sim,63,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,B,5015.25,36,2,6
3678,460138,Masculino,Nao,33,Sim,Entretenimento,9.0,Baixo,6.0,Cat_6,D,6874.14,21,2,2
3679,460232,Masculino,Nao,22,Nao,Enfermeiro,8.0,Baixo,4.0,Cat_6,D,13907.66,30,1,10
3680,464444,Masculino,Sim,36,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C,2117.45,15,1,9
3681,467783,Feminino,Sim,53,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_6,C,7784.79,8,1,6
3682,460497,Masculino,Sim,35,Sim,Entretenimento,6.0,Baixo,5.0,Cat_3,D,7393.03,7,1,10
3683,465124,Feminino,Sim,29,Sim,Enfermeiro,6.0,Medio,2.0,Cat_6,A,11070.27,32,4,10
3684,464602,Feminino,Sim,31,Sim,Enfermeiro,0.0,Baixo,1.0,Cat_1,D,13186.13,35,1,8
3685,465581,Masculino,Sim,38,Sim,Ator/Atriz,0.0,Baixo,4.0,Cat_3,A,5994.99,4,1,9
3686,462750,Masculino,Nao,22,Nao,Enfermeiro,9.0,Baixo,8.0,Cat_6,D,11979.77,28,1,9
3687,461258,Feminino,Sim,57,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_4,C,1809.89,6,1,8
3689,462268,Feminino,Sim,77,Sim,Advogado,6.0,Alto,2.0,Cat_6,B,6463.98,37,1,9
3690,460920,Masculino,Sim,79,Sim,Advogado,1.0,Alto,2.0,Cat_6,C,5106.25,23,1,2
3691,463816,Masculino,Sim,53,Sim,Enfermeiro,3.0,Alto,4.0,Cat_7,B,10864.1,9,1,10
3692,461712,Feminino,Sim,42,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,A,9434.73,8,1,10
3693,461846,Feminino,Nao,72,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_2,B,5778.38,30,1,9
3694,464315,Masculino,Sim,71,Nao,Executivo,1.0,Medio,2.0,Cat_6,C,3211.83,23,1,5
3696,465224,Masculino,Sim,61,Sim,Executivo,0.0,Baixo,3.0,Cat_6,D,10606.04,24,1,10
3697,463181,Masculino,Sim,48,Sim,Medico,5.0,Medio,3.0,Cat_5,B,1315.81,23,1,6
3698,467932,Feminino,Nao,28,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D,12864.01,29,1,9
3699,466876,Feminino,Sim,43,Sim,Entretenimento,0.0,Medio,2.0,Cat_2,C,6069.46,35,1,10
3700,464071,Masculino,Sim,82,Sim,Advogado,0.0,Alto,2.0,Cat_6,B,3836.13,3,1,8
3701,464202,Masculino,Sim,40,Sim,Ator/Atriz,14.0,Baixo,1.0,Cat_6,A,7393.16,28,1,3
3702,467163,Masculino,Nao,32,Nao,Enfermeiro,9.0,Baixo,3.0,Cat_6,D,12970.13,17,2,10
3703,461932,Feminino,Nao,21,Nao,Enfermeiro,3.0,Baixo,2.0,Cat_4,D,12566.16,35,1,10
3704,467280,Feminino,Nao,28,Nao,Entretenimento,10.0,Baixo,2.0,Cat_6,D,5788.74,25,1,10
3705,463658,Masculino,Sim,43,Sim,Ator/Atriz,3.0,Medio,3.0,Cat_6,C,6489.25,0,1,9
3707,462310,Masculino,Sim,63,Sim,Ator/Atriz,5.0,Medio,4.0,Cat_6,C,5136.47,10,1,7
3708,460321,Masculino,Sim,25,Sim,Ator/Atriz,3.0,Medio,2.0,Cat_6,B,5718.49,4,1,10
3709,464537,Masculino,Sim,41,Sim,Ator/Atriz,8.0,Medio,3.0,Cat_6,A,10054.35,28,4,9
3710,467346,Masculino,Sim,37,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,7074.06,19,2,6
3712,464058,Masculino,Sim,86,Sim,Enfermeiro,0.0,Baixo,1.0,Cat_6,D,13954.64,14,1,10
3713,462232,Masculino,Sim,56,Nao,Executivo,1.0,Alto,8.0,Cat_4,A,14147.03,7,3,9
3714,463034,Feminino,Nao,27,Sim,Do Lar,9.0,Baixo,1.0,Cat_6,D,4329.08,19,1,5
3715,459543,Masculino,Sim,70,Nao,Executivo,1.0,Alto,2.0,Cat_6,A,14109.02,35,1,5
3716,459635,Feminino,Nao,22,Nao,Enfermeiro,8.0,Baixo,4.0,Cat_6,D,10917.7,25,4,6
3717,464097,Masculino,Sim,35,Sim,Medico,5.0,Alto,2.0,Cat_6,D,5796.3,24,1,10
3718,466930,Masculino,Nao,31,Nao,Enfermeiro,2.0,Baixo,2.0,Cat_5,A,12184.93,2,1,10
3719,463866,Masculino,Sim,40,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,C,5198.92,16,1,9
3720,465387,Feminino,Sim,43,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C,10874.44,15,1,5
3722,462241,Feminino,Nao,28,Nao,Entretenimento,1.0,Baixo,4.0,Cat_6,D,6766.5,37,1,9
3723,463283,Feminino,Nao,48,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_3,B,5851.94,31,1,10
3724,466983,Feminino,Sim,41,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C,7708.72,0,2,10
3725,462812,Feminino,Nao,29,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,C,12729.07,7,3,8
3726,462496,Masculino,Sim,45,Nao,Ator/Atriz,1.0,Medio,3.0,Cat_6,A,5368.82,3,1,10
3727,460405,Feminino,Nao,41,Sim,Entretenimento,5.0,Baixo,2.0,Cat_6,D,7189.05,20,2,6
3728,460757,Feminino,Sim,28,Nao,Do Lar,9.0,Alto,3.0,Cat_6,A,4282.99,12,1,8
3729,466546,Feminino,Sim,69,Sim,Advogado,1.0,Alto,2.0,Cat_6,B,3198.46,32,1,7
3730,459138,Masculino,Sim,53,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C,7788.07,4,2,10
3731,459194,Feminino,Sim,81,Sim,Advogado,1.0,Alto,2.0,Cat_6,C,5850.1,18,1,6
3732,465043,Masculino,Sim,48,Sim,Medico,9.0,Medio,5.0,Cat_6,C,8125.1,37,1,8
3733,461435,Feminino,Sim,45,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,C,5490.79,26,1,7
3734,467677,Masculino,Sim,57,Nao,Entretenimento,0.0,Alto,3.0,Cat_4,D,6763.67,17,1,8
3735,463279,Masculino,Nao,27,Nao,Entretenimento,0.0,Baixo,3.0,Cat_3,A,7122.31,4,1,10
3736,460395,Feminino,Nao,27,Sim,Entretenimento,8.0,Baixo,3.0,Cat_6,D,7605.32,15,2,8
3737,462308,Masculino,Sim,30,Sim,Enfermeiro,1.0,Alto,2.0,Cat_4,B,13066.55,26,2,5
