ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
465636,Masculino,Nao,29,Sim,Enfermeiro,3.0,Baixo,3.0,Cat_4,D
467639,Masculino,Sim,50,Sim,Entretenimento,0.0,Medio,4.0,Cat_6,B
464760,Feminino,Sim,52,Nao,Engenheiro,6.0,Medio,4.0,Cat_4,B
462024,Masculino,Nao,33,Sim,Entretenimento,1.0,Baixo,8.0,Cat_4,C
464730,Masculino,Sim,36,Nao,Executivo,1.0,Alto,6.0,Cat_4,D
465823,Masculino,Sim,65,Nao,Entretenimento,7.0,Medio,4.0,Cat_4,D
465546,Feminino,Nao,25,Nao,Marketing,1.0,Baixo,9.0,Cat_5,D
460460,Masculino,Sim,27,Nao,Entretenimento,4.0,Baixo,4.0,Cat_3,B
467202,Masculino,Sim,22,Nao,Medico,1.0,Baixo,4.0,Cat_6,A
467184,Masculino,Sim,51,Nao,Engenheiro,0.0,Medio,3.0,Cat_6,D
465327,Feminino,Nao,42,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,D
466072,Feminino,Nao,23,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_3,D
466086,Masculino,Sim,80,Sim,Advogado,0.0,Alto,2.0,Cat_6,C
459343,Feminino,Sim,40,Sim,Entretenimento,12.0,Baixo,6.0,Cat_6,A
459224,Feminino,Sim,48,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
465473,Feminino,Nao,55,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_6,A
466887,Masculino,Sim,36,Sim,Entretenimento,1.0,Baixo,3.0,Cat_3,A
463682,Masculino,Sim,41,Sim,Ator/Atriz,12.0,Medio,2.0,Cat_6,B
460963,Feminino,Nao,32,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_6,B
467033,Masculino,Sim,37,Sim,Entretenimento,8.0,Medio,2.0,Cat_2,D
463883,Masculino,Nao,30,Nao,Enfermeiro,0.0,Baixo,2.0,Cat_4,B
466716,Feminino,Sim,79,Sim,Advogado,1.0,Baixo,1.0,Cat_6,C
464251,Masculino,Sim,65,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_2,B
463843,Masculino,Sim,49,Sim,Executivo,0.0,Alto,4.0,Cat_6,A
461476,Masculino,Sim,53,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_2,C
467787,Masculino,Nao,20,Nao,Enfermeiro,8.0,Baixo,5.0,Cat_6,D
463130,Feminino,Sim,78,Nao,Advogado,1.0,Alto,2.0,Cat_6,B
467722,Masculino,Nao,32,Sim,Medico,6.0,Baixo,5.0,Cat_6,D
465241,Masculino,Nao,23,Nao,Enfermeiro,3.0,Baixo,2.0,Cat_4,D
460345,Feminino,Sim,40,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,C
463512,Feminino,Nao,30,Nao,Engenheiro,0.0,Baixo,3.0,Cat_6,B
466255,Masculino,Sim,45,Sim,Entretenimento,0.0,Baixo,4.0,Cat_2,C
463449,Masculino,Sim,25,Nao,Enfermeiro,1.0,Medio,2.0,Cat_6,D
459276,Feminino,Nao,20,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
463644,Feminino,Nao,27,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_7,D
466253,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_2,D
461717,Feminino,Nao,26,Sim,Enfermeiro,0.0,Baixo,4.0,Cat_2,A
462733,Masculino,Sim,55,Nao,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
466146,Feminino,Sim,41,Nao,Engenheiro,8.0,Medio,3.0,Cat_6,C
461866,Masculino,Nao,25,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_6,D
459876,Feminino,Sim,67,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_6,B
461869,Masculino,Sim,87,Sim,Advogado,0.0,Baixo,1.0,Cat_6,B
461228,Masculino,Sim,26,Nao,Medico,9.0,Baixo,6.0,Cat_6,D
462962,Feminino,Sim,37,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_3,A
465869,Masculino,Nao,42,Sim,Medico,1.0,Baixo,1.0,Cat_6,A
464181,Feminino,Nao,31,Sim,Enfermeiro,6.0,Baixo,4.0,Cat_2,D
459740,Feminino,Nao,20,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
462774,Feminino,Sim,88,Sim,Advogado,0.0,Baixo,1.0,Cat_6,D
464567,Masculino,Nao,33,Sim,Enfermeiro,8.0,Baixo,4.0,Cat_2,D
459271,Feminino,Nao,55,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,A
460990,Masculino,Nao,22,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D
463802,Feminino,Nao,39,Sim,Engenheiro,1.0,Baixo,3.0,Cat_6,B
466672,Masculino,Sim,62,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_6,C
462919,Feminino,Sim,37,Nao,Do Lar,13.0,Medio,3.0,Cat_6,A
463153,Feminino,Nao,26,Sim,Do Lar,9.0,Baixo,1.0,Cat_2,D
460464,Masculino,Nao,27,Sim,Ator/Atriz,9.0,Baixo,2.0,Cat_3,D
461375,Masculino,Nao,29,Sim,Enfermeiro,1.0,Baixo,4.0,Cat_2,D
467956,Feminino,Nao,31,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,B
467024,Masculino,Sim,40,Sim,Entretenimento,9.0,Medio,5.0,Cat_6,B
461146,Masculino,Sim,56,Sim,Entretenimento,0.0,Baixo,2.0,Cat_3,C
462388,Feminino,Sim,45,Sim,Ator/Atriz,1.0,Alto,5.0,Cat_6,C
460355,Feminino,Nao,40,Sim,Entretenimento,5.0,Baixo,1.0,Cat_3,A
461854,Masculino,Nao,30,Sim,Enfermeiro,9.0,Baixo,3.0,Cat_6,D
458985,Masculino,Nao,23,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
466356,Masculino,Sim,46,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C
460078,Feminino,Sim,39,Sim,Enfermeiro,8.0,Alto,2.0,Cat_1,D
464969,Feminino,Sim,65,Nao,Advogado,0.0,Alto,9.0,Cat_4,A
461769,Masculino,Nao,40,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,B
463548,Feminino,Nao,18,Nao,Enfermeiro,3.0,Baixo,4.0,Cat_4,D
467116,Masculino,Sim,73,Sim,Executivo,1.0,Alto,2.0,Cat_6,B
461577,Feminino,Sim,50,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,C
460740,Masculino,Sim,38,Sim,Ator/Atriz,4.0,Medio,3.0,Cat_6,B
466844,Masculino,Nao,18,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_6,D
460150,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_4,D
463242,Feminino,Nao,26,Nao,Engenheiro,5.0,Baixo,2.0,Cat_6,A
466833,Masculino,Sim,58,Sim,Ator/Atriz,7.0,Baixo,2.0,Cat_6,B
460371,Feminino,Nao,28,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
465180,Feminino,Sim,53,Sim,Ator/Atriz,1.0,Medio,2.0,Cat_7,C
461279,Masculino,Nao,18,Nao,Medico,4.0,Baixo,2.0,Cat_6,A
459109,Masculino,Sim,49,Sim,Entretenimento,7.0,Medio,4.0,Cat_6,C
467519,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
461398,Masculino,Nao,20,Nao,Medico,0.0,Baixo,4.0,Cat_6,D
467188,Masculino,Sim,55,Sim,Ator/Atriz,2.0,Baixo,2.0,Cat_6,B
459318,Feminino,Nao,32,Sim,Engenheiro,0.0,Baixo,3.0,Cat_6,D
461823,Masculino,Nao,27,Nao,Enfermeiro,10.0,Baixo,4.0,Cat_6,C
459732,Masculino,Sim,72,Sim,Executivo,1.0,Alto,5.0,Cat_6,A
461317,Feminino,Nao,59,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,C
461459,Feminino,Sim,35,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_6,A
460429,Feminino,Nao,32,Sim,Engenheiro,9.0,Baixo,1.0,Cat_6,A
464577,Feminino,Sim,28,Sim,Enfermeiro,10.0,Alto,2.0,Cat_6,D
466552,Masculino,Sim,19,Nao,Entretenimento,1.0,Baixo,2.0,Cat_6,A
461231,Masculino,Sim,52,Sim,Ator/Atriz,2.0,Alto,1.0,Cat_4,D
463650,Masculino,Nao,29,Nao,Medico,1.0,Baixo,3.0,Cat_6,D
462674,Feminino,Sim,51,Sim,Do Lar,12.0,Medio,4.0,Cat_3,B
465275,Masculino,Nao,27,Sim,Enfermeiro,1.0,Baixo,5.0,Cat_6,D
465684,Feminino,Nao,47,Sim,Entretenimento,0.0,Baixo,1.0,Cat_3,A
465492,Masculino,Sim,61,Nao,Entretenimento,1.0,Baixo,1.0,Cat_2,A
464510,Feminino,Sim,75,Nao,Advogado,0.0,Alto,2.0,Cat_6,D
463588,Masculino,Nao,19,Nao,Enfermeiro,1.0,Baixo,1.0,Cat_6,D
466341,Masculino,Sim,48,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_5,C
459397,Masculino,Sim,59,Sim,Ator/Atriz,3.0,Medio,2.0,Cat_6,B
460888,Masculino,Sim,42,Nao,Do Lar,8.0,Baixo,1.0,Cat_6,A
460272,Feminino,Nao,86,Sim,Advogado,1.0,Baixo,1.0,Cat_6,A
460612,Masculino,Nao,33,Sim,Entretenimento,9.0,Baixo,4.0,Cat_3,C
462227,Masculino,Sim,49,Nao,Executivo,3.0,Alto,5.0,Cat_7,B
467892,Masculino,Nao,23,Nao,Medico,1.0,Baixo,5.0,Cat_6,D
461012,Masculino,Nao,35,Nao,Medico,1.0,Baixo,3.0,Cat_3,D
463003,Masculino,Sim,37,Sim,Ator/Atriz,2.0,Medio,2.0,Cat_6,C
467592,Masculino,Sim,43,Sim,Entretenimento,7.0,Baixo,2.0,Cat_6,A
462366,Masculino,Sim,50,Nao,Engenheiro,1.0,Baixo,2.0,Cat_6,D
465908,Feminino,Nao,50,Nao,Engenheiro,1.0,Baixo,1.0,Cat_6,A
463400,Feminino,Nao,20,Nao,Enfermeiro,8.0,Baixo,3.0,Cat_1,D
467075,Feminino,Sim,31,Nao,Do Lar,9.0,Medio,2.0,Cat_6,A
462087,Feminino,Nao,31,Sim,Enfermeiro,9.0,Baixo,3.0,Cat_2,A
462522,Masculino,Sim,41,Nao,Executivo,1.0,Medio,5.0,Cat_4,B
459615,Masculino,Sim,84,Nao,Advogado,1.0,Baixo,1.0,Cat_6,A
467794,Feminino,Nao,23,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_3,D
461040,Feminino,Sim,69,Nao,Advogado,0.0,Baixo,1.0,Cat_3,D
466443,Feminino,Sim,68,Sim,Ator/Atriz,4.0,Baixo,2.0,Cat_6,B
463975,Feminino,Nao,30,Nao,Enfermeiro,8.0,Baixo,4.0,Cat_4,B
464063,Feminino,Nao,26,Sim,Medico,1.0,Baixo,1.0,Cat_6,D
461326,Feminino,Nao,36,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,C
467196,Masculino,Nao,18,Nao,Entretenimento,0.0,Baixo,5.0,Cat_6,C
461633,Masculino,Nao,30,Sim,Enfermeiro,8.0,Baixo,4.0,Cat_7,D
462045,Feminino,Nao,46,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
466289,Masculino,Nao,19,Nao,Enfermeiro,2.0,Baixo,5.0,Cat_2,D
463562,Masculino,Nao,33,Sim,Entretenimento,0.0,Baixo,4.0,Cat_6,C
460089,Feminino,Sim,65,Sim,Ator/Atriz,13.0,Baixo,1.0,Cat_6,B
459336,Masculino,Sim,26,Sim,Ator/Atriz,6.0,Medio,2.0,Cat_6,A
467350,Feminino,Nao,30,Sim,Do Lar,6.0,Baixo,1.0,Cat_6,D
463565,Feminino,Nao,33,Sim,Entretenimento,1.0,Baixo,4.0,Cat_6,D
463905,Feminino,Sim,27,Sim,Engenheiro,0.0,Medio,4.0,Cat_7,A
467269,Masculino,Sim,65,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
464934,Masculino,Sim,77,Nao,Advogado,1.0,Baixo,2.0,Cat_4,D
463923,Feminino,Nao,20,Nao,Engenheiro,0.0,Baixo,4.0,Cat_6,D
465445,Feminino,Nao,27,Sim,Do Lar,6.0,Baixo,7.0,Cat_6,B
463661,Feminino,Sim,51,Sim,Medico,1.0,Medio,4.0,Cat_6,B
459370,Masculino,Nao,18,Nao,Enfermeiro,13.0,Baixo,4.0,Cat_6,D
466019,Feminino,Sim,63,Sim,Ator/Atriz,5.0,Baixo,1.0,Cat_3,C
467107,Masculino,Sim,36,Sim,Engenheiro,1.0,Medio,3.0,Cat_4,B
461683,Masculino,Sim,43,Sim,Executivo,1.0,Alto,4.0,Cat_6,B
459053,Masculino,Sim,46,Sim,Executivo,0.0,Alto,4.0,Cat_6,C
466894,Masculino,Nao,51,Sim,Ator/Atriz,0.0,Baixo,3.0,Cat_6,B
460005,Masculino,Nao,43,Sim,Engenheiro,0.0,Baixo,1.0,Cat_6,A
467969,Feminino,Sim,43,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
463120,Feminino,Nao,37,Sim,Entretenimento,1.0,Baixo,1.0,Cat_6,A
466106,Feminino,Sim,63,Nao,Ator/Atriz,0.0,Medio,5.0,Cat_6,C
461976,Feminino,Sim,37,Sim,Entretenimento,5.0,Medio,2.0,Cat_3,B
460885,Masculino,Sim,53,Nao,Ator/Atriz,8.0,Medio,3.0,Cat_6,B
463692,Feminino,Sim,26,Sim,Enfermeiro,6.0,Alto,7.0,Cat_2,D
467674,Masculino,Sim,40,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_6,C
465982,Masculino,Sim,41,Sim,Entretenimento,0.0,Medio,4.0,Cat_6,B
464349,Masculino,Sim,66,Sim,Ator/Atriz,2.0,Baixo,1.0,Cat_6,C
463881,Feminino,Sim,37,Nao,Engenheiro,0.0,Medio,5.0,Cat_2,B
462247,Feminino,Sim,42,Nao,Ator/Atriz,1.0,Alto,4.0,Cat_6,B
463886,Feminino,Nao,38,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
460304,Feminino,Nao,53,Nao,Advogado,1.0,Baixo,1.0,Cat_6,D
466458,Masculino,Nao,33,Nao,Executivo,5.0,Baixo,2.0,Cat_6,A
462449,Masculino,Nao,19,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D
467558,Masculino,Sim,50,Sim,Medico,0.0,Medio,8.0,Cat_6,C
467247,Feminino,Nao,26,Nao,Engenheiro,0.0,Baixo,2.0,Cat_6,D
461663,Masculino,Nao,20,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D
459571,Feminino,Sim,53,Sim,Executivo,0.0,Alto,4.0,Cat_6,C
459385,Feminino,Sim,41,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_7,C
466191,Masculino,Sim,48,Sim,Executivo,0.0,Alto,3.0,Cat_2,C
465062,Masculino,Sim,56,Nao,Executivo,0.0,Alto,4.0,Cat_6,B
467108,Feminino,Nao,66,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_6,D
466957,Masculino,Sim,35,Nao,Entretenimento,8.0,Medio,4.0,Cat_6,A
463298,Masculino,Sim,50,Nao,Entretenimento,0.0,Baixo,2.0,Cat_6,A
461155,Feminino,Sim,51,Sim,Ator/Atriz,3.0,Baixo,2.0,Cat_3,B
466650,Feminino,Nao,30,Nao,Enfermeiro,8.0,Baixo,3.0,Cat_4,D
464633,Masculino,Nao,30,Nao,Executivo,1.0,Baixo,4.0,Cat_4,D
464469,Feminino,Nao,50,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
465319,Masculino,Nao,19,Nao,Enfermeiro,0.0,Baixo,5.0,Cat_6,D
462041,Feminino,Nao,22,Nao,Medico,0.0,Baixo,2.0,Cat_4,D
459539,Feminino,Nao,35,Sim,Enfermeiro,9.0,Baixo,1.0,Cat_6,D
466158,Feminino,Sim,47,Sim,Engenheiro,0.0,Baixo,4.0,Cat_6,B
460430,Masculino,Nao,32,Nao,Medico,12.0,Baixo,4.0,Cat_6,D
461953,Masculino,Sim,33,Nao,Enfermeiro,11.0,Alto,2.0,Cat_6,D
467546,Feminino,Nao,28,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,B
459667,Feminino,Sim,50,Sim,Enfermeiro,1.0,Alto,6.0,Cat_5,C
461373,Masculino,Nao,53,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
464587,Feminino,Sim,49,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_3,A
467811,Masculino,Sim,72,Sim,Advogado,1.0,Baixo,1.0,Cat_6,D
464333,Masculino,Sim,60,Sim,Executivo,0.0,Alto,3.0,Cat_6,B
466978,Masculino,Nao,48,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_6,C
461705,Feminino,Nao,32,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
461161,Masculino,Nao,48,Sim,Entretenimento,1.0,Baixo,2.0,Cat_3,A
467860,Feminino,Nao,33,Sim,Entretenimento,0.0,Baixo,1.0,Cat_7,B
462409,Feminino,Sim,26,Nao,Engenheiro,7.0,Baixo,2.0,Cat_6,A
461093,Feminino,Sim,38,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_3,C
466350,Feminino,Sim,56,Sim,Ator/Atriz,0.0,Baixo,1.0,Cat_4,C
460512,Feminino,Sim,43,Sim,Engenheiro,0.0,Alto,4.0,Cat_3,A
462320,Feminino,Sim,51,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_2,C
465355,Feminino,Sim,47,Sim,Ator/Atriz,7.0,Medio,2.0,Cat_6,C
462877,Masculino,Nao,28,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_4,D
466259,Masculino,Nao,20,Nao,Enfermeiro,1.0,Baixo,2.0,Cat_6,D
462424,Feminino,Sim,38,Nao,Ator/Atriz,0.0,Baixo,3.0,Cat_6,C
459028,Masculino,Sim,57,Sim,Executivo,1.0,Alto,3.0,Cat_6,C
463708,Feminino,Sim,28,Nao,Engenheiro,1.0,Medio,2.0,Cat_4,A
461405,Masculino,Nao,39,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_6,B
466656,Masculino,Sim,89,Sim,Marketing,1.0,Alto,2.0,Cat_6,C
464409,Feminino,Sim,81,Sim,Advogado,0.0,Medio,2.0,Cat_6,A
463754,Masculino,Nao,33,Sim,Entretenimento,1.0,Baixo,4.0,Cat_2,D
464628,Masculino,Sim,32,Sim,Ator/Atriz,5.0,Medio,2.0,Cat_3,A
466754,Feminino,Sim,41,Sim,Ator/Atriz,1.0,Medio,3.0,Cat_6,B
465023,Masculino,Sim,43,Sim,Ator/Atriz,9.0,Medio,2.0,Cat_2,C
466954,Feminino,Sim,68,Nao,Medico,8.0,Medio,2.0,Cat_6,C
460274,Feminino,Sim,58,Sim,Ator/Atriz,7.0,Baixo,2.0,Cat_6,C
466507,Masculino,Sim,51,Sim,Entretenimento,1.0,Medio,5.0,Cat_6,B
462281,Masculino,Sim,47,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,C
462930,Feminino,Sim,55,Sim,Do Lar,13.0,Medio,3.0,Cat_5,B
465125,Feminino,Nao,39,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,A
464127,Feminino,Nao,33,Sim,Enfermeiro,1.0,Baixo,5.0,Cat_2,B
462164,Feminino,Sim,62,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
463949,Masculino,Sim,51,Nao,Executivo,0.0,Alto,4.0,Cat_7,B
460380,Masculino,Nao,29,Sim,Entretenimento,8.0,Baixo,3.0,Cat_6,D
461324,Feminino,Nao,48,Sim,Ator/Atriz,4.0,Baixo,1.0,Cat_6,C
463482,Masculino,Nao,41,Nao,Engenheiro,9.0,Baixo,7.0,Cat_4,C
465723,Masculino,Nao,42,Sim,Enfermeiro,9.0,Baixo,1.0,Cat_3,D
467948,Feminino,Nao,20,Nao,Enfermeiro,0.0,Baixo,3.0,Cat_6,D
464473,Feminino,Sim,60,Sim,Ator/Atriz,0.0,Medio,4.0,Cat_6,C
467325,Feminino,Sim,72,Sim,Advogado,1.0,Alto,2.0,Cat_6,B
462017,Masculino,Nao,25,Sim,Entretenimento,9.0,Baixo,1.0,Cat_2,A
463152,Feminino,Sim,57,Sim,Medico,1.0,Medio,4.0,Cat_6,C
462174,Feminino,Sim,40,Sim,Engenheiro,8.0,Medio,4.0,Cat_4,D
461511,Masculino,Sim,35,Nao,Medico,9.0,Baixo,2.0,Cat_6,B
464095,Feminino,Sim,31,Sim,Engenheiro,1.0,Baixo,2.0,Cat_6,A
460096,Feminino,Sim,78,Nao,Advogado,1.0,Baixo,1.0,Cat_5,A
462129,Feminino,Nao,41,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
464111,Masculino,Sim,57,Sim,Ator/Atriz,0.0,Medio,3.0,Cat_2,D
463699,Feminino,Sim,41,Sim,Marketing,9.0,Baixo,3.0,Cat_6,B
466307,Masculino,Sim,49,Sim,Ator/Atriz,1.0,Baixo,2.0,Cat_6,C
459980,Masculino,Nao,40,Nao,Engenheiro,1.0,Baixo,2.0,Cat_6,A
467115,Masculino,Sim,89,Sim,Advogado,0.0,Baixo,2.0,Cat_6,B
464261,Masculino,Sim,61,Sim,Executivo,0.0,Alto,2.0,Cat_6,C
462098,Feminino,Sim,38,Nao,Entretenimento,3.0,Medio,3.0,Cat_6,B
460002,Feminino,Sim,58,Sim,Medico,5.0,Medio,3.0,Cat_2,D
467322,Feminino,Sim,46,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_1,C
466633,Masculino,Sim,39,Sim,Entretenimento,6.0,Medio,2.0,Cat_6,C
460966,Feminino,Sim,58,Sim,Engenheiro,1.0,Medio,4.0,Cat_6,B
461084,Feminino,Sim,38,Sim,Ator/Atriz,8.0,Medio,2.0,Cat_6,B
461165,Masculino,Sim,28,Nao,Ator/Atriz,1.0,Medio,2.0,Cat_3,A
461454,Feminino,Sim,35,Sim,Ator/Atriz,7.0,Alto,4.0,Cat_7,B
459284,Feminino,Sim,70,Sim,Advogado,1.0,Alto,2.0,Cat_6,C
461116,Masculino,Sim,30,Nao,Executivo,4.0,Alto,4.0,Cat_3,D
462362,Masculino,Sim,63,Sim,Entretenimento,0.0,Medio,4.0,Cat_6,B
464325,Masculino,Sim,27,Sim,Enfermeiro,4.0,Alto,3.0,Cat_6,B
460063,Feminino,Nao,43,Sim,Ator/Atriz,1.0,Baixo,1.0,Cat_3,A
460727,Masculino,Sim,69,Nao,Executivo,0.0,Alto,4.0,Cat_3,B
463317,Masculino,Sim,72,Sim,Marketing,0.0,Baixo,1.0,Cat_6,A
459320,Masculino,Sim,26,Sim,Executivo,0.0,Baixo,3.0,Cat_6,D
464457,Feminino,Nao,53,Sim,Ator/Atriz,9.0,Baixo,1.0,Cat_6,B
463702,Masculino,Sim,49,Sim,Ator/Atriz,1.0,Medio,4.0,Cat_6,B
463890,Feminino,Nao,28,Nao,Ator/Atriz,1.0,Baixo,5.0,Cat_1,A
467420,Masculino,Sim,52,Sim,Executivo,1.0,Alto,4.0,Cat_6,C
466878,Masculino,Sim,38,Nao,Ator/Atriz,8.0,Alto,5.0,Cat_6,A
462660,Feminino,Sim,27,Nao,Do Lar,9.0,Medio,2.0,Cat_6,A
466691,Masculino,Nao,18,Nao,Enfermeiro,5.0,Baixo,4.0,Cat_2,D
463182,Masculino,Sim,59,Sim,Entretenimento,1.0,Baixo,3.0,Cat_6,B
463321,Masculino,Nao,22,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_1,D
462532,Masculino,Nao,32,Sim,Medico,0.0,Baixo,4.0,Cat_2,D
464588,Feminino,Sim,35,Sim,Ator/Atriz,0.0,Baixo,2.0,Cat_6,B
467436,Masculino,Sim,51,Sim,Ator/Atriz,5.0,Medio,4.0,Cat_6,C
465260,Feminino,Nao,22,Nao,Enfermeiro,8.0,Baixo,6.0,Cat_6,D
462895,Masculino,Nao,32,Nao,Entretenimento,1.0,Baixo,3.0,Cat_7,D
463168,Feminino,Sim,36,Sim,Medico,7.0,Medio,2.0,Cat_6,C
466853,Masculino,Nao,32,Sim,Enfermeiro,1.0,Baixo,3.0,Cat_6,B
464840,Masculino,Nao,18,Nao,Enfermeiro,0.0,Baixo,4.0,Cat_4,D
460135,Feminino,Nao,31,Sim,Enfermeiro,4.0,Baixo,3.0,Cat_6,B
464814,Masculino,Sim,53,Sim,Ator/Atriz,0.0,Alto,7.0,Cat_4,D
464856,Feminino,Nao,42,Sim,Engenheiro,8.0,Baixo,3.0,Cat_4,A
463083,Masculino,Nao,30,Sim,Ator/Atriz,7.0,Baixo,3.0,Cat_6,D
461283,Masculino,Nao,19,Nao,Enfermeiro,1.0,Baixo,4.0,Cat_6,D
466181,Masculino,Sim,46,Sim,Entretenimento,1.0,Baixo,2.0,Cat_3,C
462465,Masculino,Sim,51,Sim,Engenheiro,1.0,Baixo,2.0,Cat_6,B
464780,Feminino,Nao,32,Nao,Engenheiro,1.0,Baixo,9.0,Cat_4,D
465385,Feminino,Nao,46,Sim,Ator/Atriz,5.0,Baixo,1.0,Cat_2,B
464270,Feminino,Nao,45,Sim,Ator/Atriz,3.0,Baixo,1.0,Cat_6,A
467807,Masculino,Sim,50,Sim,Executivo,1.0,Medio,3.0,Cat_6,B
466118,Feminino,Sim,36,Nao,Engenheiro,1.0,Baixo,3.0,Cat_4,A
460068,Feminino,Nao,40,Sim,Ator/Atriz,8.0,Baixo,1.0,Cat_6,B
460937,Masculino,Sim,43,Nao,Ator/Atriz,1.0,Alto,9.0,Cat_4,B
459550,Masculino,Nao,19,Nao,Enfermeiro,8.0,Baixo,5.0,Cat_4,D
461539,Masculino,Sim,42,Nao,Entretenimento,6.0,Medio,2.0,Cat_2,A
464228,Masculino,Nao,29,Sim,Enfermeiro,1.0,Baixo,1.0,Cat_2,D
461593,Feminino,Sim,37,Sim,Medico,9.0,Medio,2.0,Cat_6,C
461949,Feminino,Nao,38,Nao,Ator/Atriz,14.0,Baixo,1.0,Cat_6,A
466171,Feminino,Sim,79,Sim,Advogado,0.0,Baixo,1.0,Cat_3,A
462682,Masculino,Nao,25,Nao,Entretenimento,2.0,Baixo,7.0,Cat_6,D
463384,Feminino,Nao,29,Nao,Marketing,1.0,Baixo,5.0,Cat_3,D
460584,Feminino,Nao,33,Sim,Do Lar,1.0,Baixo,1.0,Cat_3,A
459433,Masculino,Nao,26,Nao,Medico,1.0,Baixo,4.0,Cat_6,D
467452,Feminino,Sim,38,Sim,Ator/Atriz,9.0,Medio,2.0,Cat_6,C
462121,Feminino,Nao,60,Sim,Ator/Atriz,1.0,Baixo,3.0,Cat_6,C
464890,Feminino,Nao,33,Nao,Engenheiro,0.0,Baixo,7.0,Cat_4,A
461172,Feminino,Sim,71,Sim,Advogado,1.0,Baixo,1.0,Cat_3,A
461268,Feminino,Sim,60,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_4,B
465731,Feminino,Sim,31,Sim,Ator/Atriz,0.0,Medio,2.0,Cat_4,A
462861,Feminino,Nao,26,Sim,Enfermeiro,8.0,Baixo,1.0,Cat_6,D
458989,Feminino,Sim,42,Sim,Engenheiro,1.0,Baixo,1.0,Cat_6,B
463527,Feminino,Nao,35,Nao,Ator/Atriz,13.0,Baixo,1.0,Cat_6,A
463293,Feminino,Nao,20,Nao,Enfermeiro,1.0,Baixo,3.0,Cat_6,D
