NU_INSCRICAO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NO_MUNICIPIO_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q005,Q006
210059899926,3,M,3,0,1.0,0,Belford Roxo,574.1,624.1,548.7,569.3,560.0,2,B
210060539208,2,F,1,0,1.0,0,São João de Meriti,455.8,568.4,592.7,586.4,700.0,6,E
210060612352,3,F,1,0,1.0,0,Nova Iguaçu,504.9,493.6,563.1,364.4,840.0,2,E
210059299133,3,F,2,0,1.0,0,Belford Roxo,460.6,480.5,399.8,529.6,660.0,4,B
210060576329,2,M,1,0,1.0,0,Nova Iguaçu,475.3,526.8,526.7,432.2,480.0,3,E
210058762956,3,M,3,0,1.0,0,São João de Meriti,524.2,315.0,420.5,668.8,560.0,3,D
210060083043,3,F,1,0,1.0,0,Duque de Caxias,462.2,508.5,504.6,521.5,680.0,2,B
210058339286,2,F,1,0,1.0,0,Duque de Caxias,593.3,601.1,603.8,596.8,860.0,3,C
210059699287,3,M,1,0,1.0,0,Nilópolis,603.5,669.0,597.4,748.4,860.0,3,E
210061227756,3,M,3,0,1.0,0,Nova Iguaçu,545.0,354.8,456.3,603.1,740.0,3,J
210058756666,2,F,3,0,1.0,0,Duque de Caxias,485.1,548.1,495.3,485.4,540.0,4,D
210061059653,2,M,1,0,1.0,0,Duque de Caxias,607.8,662.2,585.3,817.7,660.0,4,I
210058271811,3,F,3,0,1.0,0,Nilópolis,612.9,588.5,612.6,666.1,720.0,4,C
210059342506,3,M,3,0,1.0,0,Nova Iguaçu,474.2,603.4,568.0,705.5,640.0,2,C
210061299012,3,F,3,0,1.0,0,Niterói,441.7,541.2,536.0,526.6,660.0,4,C
210059836973,3,M,1,0,1.0,0,Maricá,575.3,600.0,592.6,785.1,640.0,5,K
210058766895,4,M,2,0,1.0,0,Duque de Caxias,465.5,362.1,458.8,355.5,260.0,4,C
210058814185,3,M,2,0,1.0,0,Duque de Caxias,429.1,449.6,521.8,485.1,420.0,4,D
210058771718,2,F,1,0,1.0,0,Duque de Caxias,395.1,536.0,511.5,434.5,700.0,3,H
210059085509,3,F,1,0,1.0,0,Nova Iguaçu,418.8,493.9,424.9,453.2,760.0,4,B
210058704726,3,M,1,0,1.0,0,Niterói,540.1,511.0,520.5,526.6,580.0,3,I
210060728793,2,M,3,0,1.0,0,Maricá,430.8,458.7,370.0,442.7,420.0,5,B
210059830673,3,F,1,0,1.0,0,Nilópolis,578.0,629.5,628.9,731.7,900.0,3,K
210059040679,3,M,2,0,1.0,0,Nova Iguaçu,426.7,506.3,578.9,622.8,540.0,2,B
210060619984,1,M,0,0,1.0,0,Nova Iguaçu,567.8,569.3,543.7,702.3,440.0,3,J
210060017060,4,M,2,0,1.0,0,Duque de Caxias,438.7,426.0,427.9,449.3,720.0,3,C
210059499829,3,F,3,0,1.0,0,Duque de Caxias,472.2,550.8,453.4,441.2,600.0,2,C
210059850125,3,F,2,0,1.0,0,Niterói,395.2,458.4,481.5,444.8,540.0,6,B
210059795869,2,F,1,0,1.0,0,Duque de Caxias,432.1,525.8,534.5,433.1,680.0,2,A
210061187101,3,M,3,0,1.0,0,Duque de Caxias,551.0,567.9,536.6,610.7,660.0,4,C
210058045945,2,F,3,0,1.0,0,Niterói,523.3,636.1,581.7,669.5,840.0,4,Q
210058761472,3,F,3,0,1.0,0,São João de Meriti,494.1,525.7,516.0,462.6,620.0,4,C
210061300722,3,F,3,0,1.0,0,São João de Meriti,460.7,573.5,534.8,577.0,400.0,3,C
210058765244,3,F,3,0,1.0,0,São João de Meriti,528.5,572.9,524.1,407.5,840.0,3,C
210059535718,3,M,3,0,1.0,0,Maricá,532.7,509.0,532.3,653.7,940.0,2,C
210058765251,2,F,2,0,1.0,0,Nova Iguaçu,556.2,613.2,645.6,615.4,780.0,3,C
210059837002,2,F,1,0,1.0,0,Duque de Caxias,535.1,558.0,475.3,423.7,860.0,3,N
210059348087,4,F,2,0,1.0,0,Niterói,495.1,613.7,405.5,427.7,900.0,2,B
210059361196,4,F,2,0,1.0,0,São João de Meriti,408.6,537.5,501.9,356.8,600.0,3,C
210061238989,3,M,1,0,1.0,0,Duque de Caxias,619.1,582.2,573.7,706.8,480.0,6,L
210058113608,3,M,1,0,1.0,0,Niterói,695.3,612.0,627.9,800.2,860.0,3,Q
210058763016,6,F,1,0,1.0,0,Niterói,629.1,669.3,544.4,723.3,600.0,4,I
210058068224,2,M,1,0,1.0,0,Niterói,586.1,625.0,580.9,765.4,760.0,4,O
210058740834,3,M,2,0,1.0,0,São João de Meriti,493.6,577.3,562.0,590.6,580.0,2,B
210058743668,4,F,3,0,1.0,0,Niterói,468.6,529.8,476.7,404.9,680.0,3,A
210059029043,3,F,3,0,1.0,0,Niterói,564.1,525.1,544.1,466.1,800.0,3,E
210059342558,2,F,2,0,1.0,0,Niterói,457.9,577.5,543.8,421.5,560.0,4,B
210061070916,2,M,2,0,1.0,0,Nova Iguaçu,626.6,667.7,564.5,743.7,880.0,3,N
210059794611,3,F,2,0,1.0,0,Duque de Caxias,547.3,499.0,567.3,468.1,580.0,4,B
210058946731,1,M,3,0,1.0,0,Duque de Caxias,453.4,511.7,513.8,458.1,960.0,4,D
210059753529,2,F,4,0,1.0,0,Nova Iguaçu,480.4,604.1,552.2,641.6,760.0,4,E
210061351347,2,M,0,0,1.0,0,Maricá,493.6,469.3,542.2,572.9,600.0,6,F
210060769451,4,F,2,0,1.0,0,Maricá,446.8,470.8,507.8,480.5,680.0,5,B
210060526333,3,F,3,0,1.0,0,Maricá,483.2,488.2,537.0,503.1,720.0,3,E
210060612534,3,M,3,0,1.0,0,Nova Iguaçu,461.0,514.6,480.6,581.6,420.0,4,C
210060636646,5,M,3,0,1.0,0,Nilópolis,602.6,586.6,569.7,657.4,460.0,4,C
210058302747,2,F,1,0,1.0,0,Maricá,532.9,495.0,523.7,553.7,840.0,2,C
210061189226,5,F,3,0,1.0,0,Nova Iguaçu,437.3,426.6,343.3,466.4,300.0,4,B
210058147453,3,F,1,0,1.0,0,Nova Iguaçu,481.6,492.5,479.2,542.1,800.0,2,C
210060647756,2,M,3,0,1.0,0,Nilópolis,609.7,616.3,564.6,716.0,680.0,5,B
210059982506,3,M,3,0,1.0,0,Maricá,418.1,521.0,482.8,402.2,540.0,4,B
210059109147,2,F,3,0,1.0,0,Niterói,541.1,600.4,587.0,631.1,800.0,3,P
210058976136,4,F,3,0,1.0,0,Nova Iguaçu,438.8,451.5,411.6,394.6,560.0,3,B
210058200353,2,F,1,0,1.0,0,Niterói,521.8,446.9,531.7,551.1,940.0,2,J
210059203884,3,F,3,0,1.0,0,Niterói,577.5,527.6,491.2,580.1,860.0,3,B
210060620014,3,F,1,0,1.0,0,Duque de Caxias,525.8,571.7,607.9,549.3,840.0,3,G
210059230083,3,F,2,0,1.0,0,Belford Roxo,446.1,472.1,467.9,388.3,460.0,4,G
210060815086,3,M,2,0,1.0,0,Maricá,430.7,560.4,462.9,538.7,640.0,3,B
210061210152,2,F,3,0,1.0,0,Maricá,510.6,520.5,594.1,609.9,580.0,3,B
210059941276,2,F,2,0,1.0,0,Nova Iguaçu,517.0,560.8,521.8,471.2,920.0,3,D
210058144865,2,F,3,0,1.0,0,Duque de Caxias,437.4,372.4,352.8,437.6,560.0,3,B
210059120227,3,M,1,0,1.0,0,Niterói,572.8,567.0,590.4,780.4,760.0,5,Q
210060487208,2,F,3,0,1.0,0,São João de Meriti,524.0,557.5,569.1,576.5,680.0,5,F
210059271121,2,M,3,0,1.0,0,Nova Iguaçu,489.4,364.4,438.1,414.3,240.0,3,B
210058715415,3,M,1,0,1.0,0,Nilópolis,660.4,669.1,609.1,776.5,780.0,5,F
210060557122,2,M,3,0,1.0,0,Nova Iguaçu,498.0,514.7,434.2,504.4,500.0,2,H
210059299222,2,F,2,0,1.0,0,Nova Iguaçu,446.9,527.9,368.7,569.5,600.0,4,B
210060030116,2,M,3,0,1.0,0,Maricá,376.8,332.2,401.4,490.1,600.0,4,B
210060769374,2,M,3,0,1.0,0,Duque de Caxias,525.5,544.3,528.7,388.2,300.0,4,C
210058732022,4,F,1,0,1.0,0,Duque de Caxias,594.1,542.3,577.3,622.0,740.0,3,C
210058765308,2,M,3,0,1.0,0,Belford Roxo,518.6,583.4,591.6,680.9,840.0,3,B
210058068278,3,M,3,0,1.0,0,Maricá,495.5,558.9,537.6,559.7,620.0,3,F
210061142563,3,M,3,0,1.0,0,Nova Iguaçu,468.6,404.1,512.3,430.5,680.0,3,B
210058767038,3,F,3,0,1.0,0,Nova Iguaçu,395.9,520.7,419.8,356.2,500.0,2,B
210061248580,9,M,1,0,1.0,0,Maricá,529.0,553.4,508.4,348.0,340.0,3,B
210059541082,2,M,1,0,1.0,0,Belford Roxo,505.7,554.4,526.0,656.1,760.0,4,G
210059686320,2,F,3,0,1.0,0,Nilópolis,470.2,455.1,555.7,597.4,520.0,4,O
210058057195,2,M,1,0,1.0,0,Maricá,341.9,542.2,469.0,382.2,740.0,3,M
210059053698,2,M,3,0,1.0,0,Duque de Caxias,500.9,483.0,506.3,646.9,600.0,2,E
210058241108,3,F,1,0,1.0,0,Belford Roxo,534.2,485.7,450.1,498.6,580.0,4,E
210059900144,3,M,1,0,1.0,0,Duque de Caxias,572.4,512.7,550.1,626.7,560.0,4,D
210061169640,2,F,1,0,1.0,0,Duque de Caxias,663.9,649.4,662.9,836.2,960.0,4,I
210060867159,3,F,3,0,1.0,0,Nova Iguaçu,386.4,429.1,413.5,343.4,420.0,4,B
210058189390,3,F,3,0,1.0,0,Duque de Caxias,617.5,666.6,589.5,778.7,960.0,3,O
210060789120,2,M,1,0,1.0,0,Nova Iguaçu,585.5,524.7,474.0,606.5,680.0,3,D
210061231265,2,F,4,0,1.0,0,São João de Meriti,399.9,400.9,460.9,486.5,560.0,5,G
210060959645,2,M,3,0,1.0,0,São João de Meriti,524.4,481.7,463.3,482.4,640.0,4,C
210059003143,2,F,3,0,1.0,0,Duque de Caxias,534.9,691.5,583.5,553.1,780.0,5,G
210059928340,3,M,2,0,1.0,0,Nilópolis,503.5,551.8,536.9,593.4,640.0,3,B
210060592960,3,M,1,0,1.0,0,Nova Iguaçu,551.7,590.5,605.6,689.7,600.0,3,C
210060626864,3,F,1,0,1.0,0,Duque de Caxias,460.1,477.8,500.9,554.0,740.0,4,B
210058975024,3,F,3,0,1.0,0,Niterói,433.9,487.3,483.6,408.6,600.0,3,B
210061262132,3,M,2,0,1.0,0,Nova Iguaçu,442.7,500.1,454.4,356.6,660.0,3,B
210060789117,3,F,3,0,1.0,0,Nova Iguaçu,358.4,443.5,439.3,416.2,740.0,4,D
210060626865,2,M,2,0,1.0,0,Nova Iguaçu,394.8,507.8,512.8,558.5,600.0,4,D
210060599187,3,F,2,0,1.0,0,Nova Iguaçu,462.6,505.6,478.8,441.5,620.0,3,B
210060948467,3,F,1,0,1.0,0,Niterói,571.3,618.1,592.2,677.4,940.0,3,J
210060620069,2,F,3,0,1.0,0,Nilópolis,391.4,528.3,548.2,396.5,440.0,4,H
210060643231,5,M,1,0,1.0,0,Duque de Caxias,672.8,666.1,645.2,821.0,720.0,3,D
210059014951,3,F,2,0,1.0,0,Duque de Caxias,383.1,515.3,516.1,440.6,720.0,6,B
210060599218,2,F,2,0,1.0,0,Duque de Caxias,428.7,528.7,507.8,350.7,700.0,7,B
210060117451,2,F,3,0,1.0,0,Duque de Caxias,496.3,598.1,561.2,710.0,900.0,3,D
210058989133,2,F,3,0,1.0,0,Duque de Caxias,488.8,346.0,344.6,384.1,720.0,2,A
210059989054,3,F,3,0,1.0,0,Nova Iguaçu,533.3,623.1,584.7,727.2,820.0,3,B
210060767013,3,M,1,0,1.0,0,Niterói,500.6,622.3,595.9,634.3,560.0,2,G
210058667390,3,F,1,0,1.0,0,Belford Roxo,473.2,487.9,582.0,480.6,640.0,3,C
210059481596,2,F,1,0,2.0,0,Duque de Caxias,563.5,551.8,516.6,396.2,580.0,3,B
210058749842,2,F,3,0,1.0,0,Duque de Caxias,591.8,660.1,648.1,641.1,680.0,2,H
210061050009,4,F,3,0,1.0,0,Duque de Caxias,446.9,536.2,516.9,478.3,680.0,1,B
210059468459,3,F,1,0,1.0,0,Nova Iguaçu,516.4,542.7,544.7,500.6,720.0,4,B
210060726280,3,M,1,0,1.0,0,Niterói,524.1,597.2,595.9,728.1,920.0,3,Q
210058651732,2,M,1,0,1.0,0,Niterói,663.1,652.2,596.1,858.3,920.0,3,H
210058672590,3,F,1,0,1.0,0,Maricá,651.1,635.2,581.3,737.2,900.0,3,L
210059440324,6,F,3,0,1.0,0,Belford Roxo,475.1,529.0,446.5,479.6,860.0,3,D
210058656996,2,F,1,0,1.0,0,Belford Roxo,433.5,409.1,497.3,392.3,480.0,3,B
210061071066,3,F,2,0,1.0,0,São João de Meriti,472.9,466.4,485.1,396.5,520.0,3,C
210058656976,3,F,1,0,1.0,0,Duque de Caxias,504.2,565.1,515.4,459.8,840.0,3,F
210059537761,2,F,2,0,1.0,0,Duque de Caxias,346.6,483.4,523.6,381.3,320.0,4,B
210058746499,3,M,1,0,1.0,0,Nilópolis,551.8,611.5,578.9,643.5,520.0,2,D
210059794713,2,M,1,0,1.0,0,Duque de Caxias,506.5,468.1,507.5,448.7,560.0,3,B
210059499904,4,M,1,0,1.0,0,Niterói,473.7,550.4,472.0,603.9,860.0,7,C
210058820963,2,F,3,0,1.0,0,Nova Iguaçu,430.2,484.1,499.0,605.1,760.0,4,A
210059468458,2,F,1,0,1.0,0,Niterói,519.3,566.7,531.6,731.6,920.0,4,J
210058662059,3,M,2,0,1.0,0,Niterói,601.6,630.3,585.8,627.0,700.0,4,F
210058091976,3,F,0,0,1.0,0,Belford Roxo,594.6,585.1,444.6,672.6,960.0,6,G
210059671401,4,M,1,0,1.0,0,São João de Meriti,419.6,471.2,531.4,693.6,880.0,2,D
210060979134,4,F,3,0,1.0,0,São João de Meriti,431.3,411.7,433.0,408.0,540.0,5,C
210059712496,3,F,2,0,1.0,0,Duque de Caxias,384.0,340.1,460.7,364.1,360.0,4,E
210060715087,2,M,1,0,1.0,0,Maricá,528.9,509.4,448.5,387.9,560.0,4,C
210060663050,4,F,1,0,1.0,0,Duque de Caxias,332.8,429.7,438.9,376.3,400.0,4,C
210059919371,2,F,1,0,1.0,0,Niterói,511.9,566.1,539.2,593.1,900.0,4,E
210060071355,3,F,3,0,1.0,0,Maricá,543.6,525.4,525.3,485.5,560.0,3,C
210059335180,3,F,3,0,1.0,0,Niterói,489.8,566.7,565.9,482.3,820.0,4,K
210060137989,3,M,2,0,1.0,0,Belford Roxo,423.2,513.4,526.5,451.4,540.0,3,B
210059781686,4,M,1,0,1.0,0,Duque de Caxias,613.8,669.6,691.1,709.2,760.0,3,B
210060541379,2,F,3,0,1.0,0,Nilópolis,400.5,414.1,403.5,397.6,560.0,3,B
210059900173,3,M,1,0,1.0,0,Duque de Caxias,558.4,612.9,589.8,642.1,700.0,4,C
210058318304,2,M,3,0,1.0,0,Duque de Caxias,384.5,425.8,554.3,578.3,580.0,2,B
210059111482,3,F,2,0,1.0,0,Duque de Caxias,530.0,615.2,541.4,564.6,720.0,6,E
210061159858,2,M,3,0,1.0,0,São João de Meriti,533.9,606.1,536.8,598.1,700.0,4,D
210060938787,4,F,1,0,1.0,0,Duque de Caxias,398.3,340.5,456.2,484.7,500.0,3,B
210059928400,2,F,3,0,1.0,0,Maricá,461.6,480.4,352.7,478.7,760.0,3,B
210060474348,3,M,2,0,1.0,0,Duque de Caxias,496.6,410.4,340.0,425.2,320.0,3,A
210060125021,2,F,1,0,1.0,0,Maricá,413.6,530.2,526.1,538.8,720.0,5,C
210059458834,2,F,2,0,1.0,0,Nova Iguaçu,554.6,558.6,577.3,489.2,760.0,2,B
210059427302,7,M,1,0,1.0,0,Nilópolis,462.7,497.7,479.2,479.1,740.0,6,B
210061000189,2,F,3,0,1.0,0,São João de Meriti,510.4,570.3,563.4,411.4,840.0,3,D
210060728980,2,F,1,0,1.0,0,Duque de Caxias,437.4,478.3,440.4,414.8,620.0,3,A
210060518210,2,M,1,0,1.0,0,Niterói,680.1,629.6,619.1,832.1,900.0,4,J
210060856039,3,M,1,0,1.0,0,Nilópolis,543.6,304.2,419.8,531.5,560.0,3,C
210060709399,2,F,3,0,1.0,0,Duque de Caxias,445.0,495.1,502.8,410.2,540.0,3,B
210058757509,4,F,3,0,1.0,0,Belford Roxo,422.4,470.4,433.1,400.6,420.0,3,C
210058662251,4,F,3,0,1.0,0,Nilópolis,585.7,575.7,580.7,546.4,760.0,4,B
210058755045,5,F,2,0,1.0,0,Duque de Caxias,487.4,386.9,330.9,410.7,420.0,5,B
210060004068,3,F,1,0,1.0,0,Nova Iguaçu,576.3,576.4,593.3,680.7,720.0,4,I
210058755049,3,F,1,0,1.0,0,São João de Meriti,656.5,606.0,622.8,762.1,780.0,3,K
210060045225,3,M,3,0,1.0,0,Niterói,478.8,448.4,565.1,628.3,840.0,5,G
210060809156,5,F,3,0,1.0,0,Nilópolis,602.7,578.0,616.7,753.5,960.0,3,D
210060589544,2,M,1,0,1.0,0,Nova Iguaçu,482.5,555.7,527.0,529.6,680.0,3,J
210058189496,3,F,3,0,1.0,0,Duque de Caxias,419.6,446.4,544.7,398.2,580.0,4,B
210059015106,3,F,3,0,1.0,0,Maricá,478.0,540.4,517.0,518.5,680.0,6,G
210058988254,2,F,3,0,1.0,0,Niterói,596.5,641.3,628.1,734.2,780.0,4,L
210060600673,5,F,1,0,1.0,0,Nova Iguaçu,530.1,532.6,586.3,435.4,600.0,3,B
210058231409,3,M,3,0,1.0,0,Nova Iguaçu,505.7,570.1,538.8,507.1,600.0,3,B
210061159888,2,F,1,0,1.0,0,São João de Meriti,528.0,529.4,571.0,678.5,800.0,3,D
210060867315,3,F,1,0,1.0,0,Niterói,663.4,672.1,638.0,698.1,920.0,3,H
210060544270,2,F,1,0,1.0,0,Nova Iguaçu,472.5,517.1,485.7,399.0,760.0,3,C
210061179546,3,F,1,0,1.0,0,Niterói,552.9,586.4,545.6,558.0,680.0,3,A
210060698354,1,M,1,0,1.0,0,Belford Roxo,387.7,486.3,465.0,450.6,860.0,3,C
210058252370,4,F,1,0,1.0,0,Duque de Caxias,445.8,556.8,517.6,438.2,320.0,4,D
210061179568,3,F,2,0,1.0,0,Duque de Caxias,538.9,566.5,575.5,575.1,600.0,3,J
210060729050,3,M,1,0,1.0,0,Niterói,348.5,533.9,422.8,612.6,560.0,5,B
210060639824,2,F,1,0,1.0,0,Niterói,562.6,685.2,634.2,663.3,780.0,2,G
210058241222,3,F,3,0,1.0,0,Duque de Caxias,512.5,554.5,510.9,552.5,680.0,3,C
210058934479,3,F,2,0,1.0,0,Nova Iguaçu,468.6,538.6,572.8,508.6,720.0,3,B
210060554418,3,F,1,0,1.0,0,Duque de Caxias,443.9,483.5,510.5,511.8,880.0,3,E
210059150053,3,M,2,0,1.0,0,Duque de Caxias,513.1,551.3,524.6,508.4,500.0,3,F
210061190713,4,F,3,0,1.0,0,Duque de Caxias,480.7,625.5,487.6,601.7,820.0,5,E
210058314034,3,F,1,0,1.0,0,Nova Iguaçu,653.9,672.0,615.7,757.5,960.0,4,C
210060513467,3,F,2,0,1.0,0,São João de Meriti,474.9,355.4,447.2,438.6,680.0,2,C
210060969739,3,F,2,0,1.0,0,Duque de Caxias,427.2,414.5,459.4,439.3,600.0,3,B
210059107516,3,M,1,0,1.0,0,Niterói,513.1,500.9,476.5,469.2,440.0,4,B
210059150024,2,M,2,0,1.0,0,São João de Meriti,513.7,565.1,630.9,651.0,920.0,3,B
210060593071,3,M,1,0,1.0,0,Nova Iguaçu,434.8,416.4,480.1,371.6,660.0,3,B
210060589486,2,F,3,0,1.0,0,Nova Iguaçu,437.9,444.7,506.5,440.6,620.0,3,B
210059982678,3,F,1,0,1.0,0,Nova Iguaçu,446.6,375.0,480.7,428.4,400.0,4,A
210060622443,2,F,3,0,1.0,0,Duque de Caxias,403.2,388.9,452.9,485.6,680.0,5,C
210059969566,2,M,3,0,1.0,0,Nova Iguaçu,363.1,416.4,418.0,401.9,340.0,4,A
210058200512,2,F,2,0,1.0,0,Nova Iguaçu,586.5,314.1,505.5,451.0,360.0,6,C
210059111533,5,M,1,0,1.0,0,Nilópolis,556.0,624.0,626.3,732.6,580.0,3,E
210059143739,2,M,3,0,1.0,0,Duque de Caxias,398.6,399.7,508.2,392.3,500.0,3,B
210058950397,3,M,2,0,1.0,0,Nilópolis,421.1,315.3,485.3,586.3,500.0,3,D
210059162932,3,F,1,0,1.0,0,Maricá,498.1,448.8,490.5,347.3,460.0,2,A
210058975096,2,F,2,0,1.0,0,Nova Iguaçu,483.0,322.4,383.8,455.5,520.0,3,C
210058210364,3,F,3,0,1.0,0,Niterói,424.7,389.6,530.4,448.5,880.0,2,B
210059956477,2,M,1,0,1.0,0,Niterói,444.4,572.2,531.6,702.8,640.0,3,J
210060151188,3,F,1,0,1.0,0,Maricá,471.4,436.3,495.1,412.2,600.0,4,B
210058699623,3,F,0,0,1.0,0,Niterói,676.7,650.2,745.9,796.0,860.0,3,K
210060166216,2,F,2,0,1.0,0,Duque de Caxias,515.8,559.7,564.4,679.0,840.0,7,C
210058126852,3,F,2,0,1.0,0,Maricá,417.7,388.8,531.1,498.2,600.0,2,B
210059445869,4,F,3,0,1.0,0,Belford Roxo,404.6,417.6,435.5,358.8,440.0,3,B
210058103267,2,F,3,0,1.0,0,Belford Roxo,496.9,539.1,524.6,532.2,740.0,3,G
210060125059,2,F,3,0,1.0,0,Nova Iguaçu,564.7,617.5,598.3,648.0,600.0,2,B
210059865256,3,M,1,0,1.0,0,Maricá,473.2,591.9,586.8,743.4,660.0,3,D
210058741056,2,F,3,0,1.0,0,São João de Meriti,429.3,456.2,385.6,442.5,840.0,4,A
210060746007,3,M,3,0,1.0,0,Duque de Caxias,448.9,483.2,523.7,380.3,480.0,2,B
210058759263,2,F,1,0,1.0,0,Nova Iguaçu,581.0,590.5,619.7,357.5,720.0,4,C
210060798021,3,M,3,0,1.0,0,Nova Iguaçu,477.9,404.3,318.6,481.5,860.0,3,B
210059632312,4,F,1,0,1.0,0,Nova Iguaçu,387.3,529.2,502.0,432.8,660.0,2,A
210058057322,2,F,1,0,1.0,0,Nilópolis,477.6,413.7,508.8,613.7,520.0,2,E
210059537863,4,F,1,0,1.0,0,São João de Meriti,465.9,502.9,510.3,461.7,420.0,4,D
210060071482,3,F,2,0,1.0,0,Niterói,440.9,454.5,466.9,373.0,760.0,6,G
210059947528,2,F,1,0,1.0,0,Duque de Caxias,460.0,518.9,512.3,495.4,420.0,3,F
210060071485,2,M,3,0,1.0,0,Duque de Caxias,448.3,436.3,537.3,617.5,740.0,4,B
210060653273,3,M,1,0,1.0,0,Niterói,474.7,501.2,484.9,452.9,580.0,4,G
210059891381,2,M,3,0,1.0,0,Nilópolis,438.7,430.4,292.9,329.4,480.0,5,B
210058329525,3,M,1,0,1.0,0,Belford Roxo,611.3,598.8,573.7,710.1,760.0,3,G
210058272117,3,M,4,0,1.0,0,Niterói,413.2,327.6,429.5,457.6,300.0,2,B
210058302917,3,M,3,0,1.0,0,Niterói,490.7,459.9,339.3,369.9,620.0,4,L
210059753731,3,F,1,0,1.0,0,Duque de Caxias,530.2,516.1,516.7,451.5,800.0,3,G
210060759814,2,F,3,0,1.0,0,Nova Iguaçu,502.4,544.5,490.3,349.2,660.0,5,B
210060738892,3,F,3,0,1.0,0,Nova Iguaçu,520.5,510.2,482.6,378.9,540.0,4,C
210059915364,1,F,3,0,1.0,0,Duque de Caxias,429.6,566.9,511.2,501.6,640.0,4,C
210059509880,3,F,2,0,1.0,0,Nilópolis,547.5,672.9,605.6,670.7,940.0,3,C
210060674402,3,F,2,0,1.0,0,Maricá,571.6,613.4,588.2,617.0,840.0,4,D
210060138178,5,M,3,0,1.0,0,Belford Roxo,525.5,465.8,450.0,556.6,520.0,3,C
210058057344,2,F,0,0,1.0,0,Duque de Caxias,458.6,509.8,504.1,452.9,400.0,5,B
210059432897,2,F,2,0,1.0,0,Duque de Caxias,413.7,499.9,401.5,430.9,600.0,3,B
210061019982,3,M,1,0,1.0,0,Maricá,495.9,475.2,462.6,455.5,600.0,2,B
210060674391,2,F,3,0,1.0,0,Nilópolis,503.1,548.2,536.1,449.0,620.0,5,F
210060664481,3,F,3,0,1.0,0,Duque de Caxias,400.5,447.1,446.8,492.8,520.0,3,B
210059348519,4,F,3,0,1.0,0,Niterói,428.9,458.6,457.4,386.5,580.0,4,D
210058761791,3,F,3,0,1.0,0,Nova Iguaçu,428.0,572.9,538.2,510.6,780.0,3,H
210058765542,2,F,1,0,1.0,0,Nilópolis,495.3,473.7,530.1,399.5,340.0,5,B
210060695461,2,F,1,0,1.0,0,São João de Meriti,413.9,464.4,391.3,409.1,700.0,4,C
210059335498,2,M,3,0,1.0,0,Nova Iguaçu,406.6,496.2,480.1,572.2,540.0,4,D
210060726407,4,F,2,0,1.0,0,Niterói,518.5,525.1,482.9,516.4,520.0,3,B
210058721598,2,F,1,0,1.0,0,Nova Iguaçu,505.1,461.6,558.0,486.8,600.0,3,B
210060151270,3,F,3,0,1.0,0,Duque de Caxias,450.6,527.9,527.0,424.2,660.0,5,B
210058772076,2,M,3,0,1.0,0,Maricá,503.3,527.8,650.8,693.4,680.0,6,D
210060726418,3,F,1,0,1.0,0,Nova Iguaçu,441.1,549.0,516.3,567.5,700.0,5,F
210060004214,3,F,1,0,1.0,0,Niterói,661.3,681.5,663.3,745.0,920.0,3,N
210059496779,5,M,2,0,1.0,0,Niterói,505.8,489.7,503.6,385.3,400.0,2,B
210058662445,4,F,3,0,1.0,0,Nova Iguaçu,510.1,564.9,622.1,757.9,820.0,3,G
210058814500,2,F,1,0,1.0,0,Belford Roxo,519.4,546.8,606.1,563.5,680.0,3,E
210059459039,3,M,3,0,1.0,0,Nova Iguaçu,498.6,506.1,557.1,464.2,560.0,2,C
210058678230,2,M,3,0,1.0,0,Belford Roxo,442.0,598.1,576.7,379.5,580.0,3,E
210058760061,3,M,3,0,1.0,0,Maricá,419.1,629.2,554.1,650.5,860.0,6,P
210061071143,3,F,1,0,1.0,0,Niterói,516.6,548.2,577.1,603.4,680.0,4,M
210061102063,3,F,3,0,1.0,0,Maricá,435.2,487.6,484.1,454.9,540.0,5,C
210061081049,3,M,3,0,1.0,0,Duque de Caxias,483.7,512.6,490.1,566.9,400.0,3,B
210058769572,2,M,1,0,1.0,0,Nova Iguaçu,477.5,487.4,470.9,520.6,540.0,3,G
210060017279,3,M,1,0,1.0,0,Belford Roxo,469.2,431.5,390.4,422.3,280.0,2,A
210058821795,2,F,0,0,1.0,0,São João de Meriti,381.6,485.9,448.2,382.8,680.0,5,D
210059445902,3,M,5,0,1.0,0,Maricá,478.1,347.6,448.2,425.9,420.0,2,B
210058161480,3,M,1,0,1.0,0,Niterói,565.3,420.6,433.7,543.3,640.0,2,C
210060898331,2,F,3,0,1.0,0,Nova Iguaçu,606.7,643.9,605.1,609.6,860.0,3,G
210059997841,3,F,3,0,1.0,0,Nova Iguaçu,557.7,515.1,481.4,517.7,660.0,3,H
210059002307,3,M,3,0,1.0,0,Nova Iguaçu,483.4,535.7,506.7,505.7,400.0,5,E
210058990249,3,F,2,0,1.0,0,Nova Iguaçu,406.4,500.7,427.4,395.8,340.0,2,B
210060492391,3,F,0,0,1.0,0,Duque de Caxias,553.1,618.9,609.3,572.0,880.0,4,G
210059804791,2,F,3,0,1.0,0,Duque de Caxias,443.7,447.5,492.8,442.6,540.0,5,D
